,project_name,recommendation_code,file_path,message,line
15,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:7: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",301
16,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:8: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",316
17,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:9: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",333
18,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:10: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",352
19,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:11: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",408
20,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:12: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",432
21,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:13: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",449
22,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:14: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",494
23,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:15: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",505
24,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:16: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",513
25,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:17: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",585
26,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:18: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",678
27,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:19: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",717
28,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:20: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",763
29,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:21: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",829
30,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:22: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",859
31,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:23: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",876
32,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:24: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",912
33,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:25: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",942
34,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:26: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",982
35,cta-version,CTA1065,gmm/.../gaussian_kernel.dp.cpp,"CTA1065:27: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",994
36,cta-version,CTA1000,heat/.../heat.dp.cpp,"CTA1000:1: Based on analysed sample data, this warning was ignored in 9/9 cases，strongly recommended to ignore this warning.",180
37,cta-version,CTA1000,heat/.../heat.dp.cpp,"CTA1000:3: Based on analysed sample data, this warning was ignored in 9/9 cases，strongly recommended to ignore this warning.",234
38,cta-version,CTA1001,heat/.../heat.dp.cpp,"CTA1001:0: Based on analysed sample data, this warning was ignored in 9/9 cases，strongly recommended to ignore this warning.",184
39,cta-version,CTA1001,heat/.../heat.dp.cpp,"CTA1001:2: Based on analysed sample data, this warning was ignored in 9/9 cases，strongly recommended to ignore this warning.",238
40,cta-version,CTA1039,all-pairs-distance/.../main.dp.cpp,"CTA1039:0: Based on analysed sample data, strongly recommended to leave the code as it is
and ignore this warning （27/32 cases）. BUT, if the first parameter of an atomic function points to a local memory address space,
replace the atomic function name with an atomic function name that includes the template parameters.（5/32 cases）",68
41,cta-version,CTA1065,all-pairs-distance/.../main.dp.cpp,"CTA1065:1: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",100
42,cta-version,CTA1065,all-pairs-distance/.../main.dp.cpp,"CTA1065:2: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",132
43,cta-version,CTA1065,minimod/.../minimig.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",55
44,cta-version,CTA1065,minimod/.../minimig.dp.cpp,"CTA1065:1: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",146
45,cta-version,CTA1065,minimod/.../find_min_max.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",24
46,cta-version,CTA1065,minimod/.../find_min_max.dp.cpp,"CTA1065:1: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",47
47,cta-version,CTA1065,knn/.../main.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",86
48,cta-version,CTA1065,knn/.../main.dp.cpp,"CTA1065:1: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",106
49,cta-version,CTA1065,minibude/.../kernel.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",85
50,cta-version,CTA1065,sosfil/.../main.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",67
51,cta-version,CTA1065,sosfil/.../main.dp.cpp,"CTA1065:1: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",101
52,cta-version,CTA1065,sosfil/.../main.dp.cpp,"CTA1065:2: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",133
53,cta-version,CTA1065,sosfil/.../main.dp.cpp,"CTA1065:3: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",162
54,cta-version,CTA1065,boxfilter/.../main.dp.cpp,"CTA1065:155: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",83
55,cta-version,CTA1065,stencil/.../stencil_1d.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",37
56,cta-version,CTA1008,simplemoc/.../init.dp.cpp,"CTA1008:0: The clock function is not defined in DPC++, you can leave the code as it is for now.
And consult with your hardware vendor to find a replacement. 15/15 1008 warnings in CTA analysis data pool choose not to change anything.",117
57,cta-version,CTA1065,pathfinder/.../main.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",97
58,cta-version,CTA1065,pathfinder/.../main.dp.cpp,"CTA1065:1: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",135
59,cta-version,CTA1065,pathfinder/.../main.dp.cpp,"CTA1065:2: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",156
60,cta-version,CTA1065,tridiagonal/.../sweep_kernels.dp.cpp,"CTA1065:14: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",534
61,cta-version,CTA1065,tridiagonal/.../cyclic_kernels.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",66
62,cta-version,CTA1065,tridiagonal/.../cyclic_kernels.dp.cpp,"CTA1065:2: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",78
63,cta-version,CTA1065,tridiagonal/.../cyclic_kernels.dp.cpp,"CTA1065:3: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",170
64,cta-version,CTA1065,tridiagonal/.../cyclic_kernels.dp.cpp,"CTA1065:1: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",209
65,cta-version,CTA1065,tridiagonal/.../cyclic_kernels.dp.cpp,"CTA1065:4: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",261
66,cta-version,CTA1065,tridiagonal/.../cyclic_kernels.dp.cpp,"CTA1065:6: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",273
67,cta-version,CTA1065,tridiagonal/.../cyclic_kernels.dp.cpp,"CTA1065:7: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",346
68,cta-version,CTA1065,tridiagonal/.../cyclic_kernels.dp.cpp,"CTA1065:5: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",385
69,cta-version,CTA1065,tridiagonal/.../pcr_kernels.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",59
70,cta-version,CTA1065,tridiagonal/.../pcr_kernels.dp.cpp,"CTA1065:2: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",136
71,cta-version,CTA1065,tridiagonal/.../pcr_kernels.dp.cpp,"CTA1065:3: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",151
72,cta-version,CTA1065,tridiagonal/.../pcr_kernels.dp.cpp,"CTA1065:1: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",185
73,cta-version,CTA1065,tridiagonal/.../pcr_kernels.dp.cpp,"CTA1065:10: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",229
74,cta-version,CTA1065,tridiagonal/.../pcr_kernels.dp.cpp,"CTA1065:12: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",272
75,cta-version,CTA1065,tridiagonal/.../pcr_kernels.dp.cpp,"CTA1065:13: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",287
76,cta-version,CTA1065,tridiagonal/.../pcr_kernels.dp.cpp,"CTA1065:11: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",321
77,cta-version,CTA1065,fdtd3d/.../FDTD3dGPU.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",93
78,cta-version,CTA1065,fdtd3d/.../FDTD3dGPU.dp.cpp,"CTA1065:1: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",123
79,cta-version,CTA1065,b+tree/.../kernel/kernel2.dp.cpp,"CTA1065:1: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",43
80,cta-version,CTA1065,b+tree/.../kernel/kernel2.dp.cpp,"CTA1065:2: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",57
81,cta-version,CTA1065,b+tree/.../kernel/kernel2.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",71
82,cta-version,CTA1065,b+tree/.../kernel/kernel.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",35
83,cta-version,CTA1065,b+tree/.../kernel/kernel.dp.cpp,"CTA1065:1: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",48
84,cta-version,CTA1039,randomAccess/.../main.dp.cpp,"CTA1039:0: Based on analysed sample data, strongly recommended to leave the code as it is
and ignore this warning （27/32 cases）. BUT, if the first parameter of an atomic function points to a local memory address space,
replace the atomic function name with an atomic function name that includes the template parameters.（5/32 cases）",79
85,cta-version,CTA1000,chi2/.../chi2.dp.cpp,"CTA1000:1: Based on analysed sample data, this warning was ignored in 9/9 cases，strongly recommended to ignore this warning.",217
86,cta-version,CTA1000,chi2/.../chi2.dp.cpp,"CTA1000:3: Based on analysed sample data, this warning was ignored in 9/9 cases，strongly recommended to ignore this warning.",231
87,cta-version,CTA1000,chi2/.../chi2.dp.cpp,"CTA1000:5: Based on analysed sample data, this warning was ignored in 9/9 cases，strongly recommended to ignore this warning.",248
88,cta-version,CTA1000,chi2/.../chi2.dp.cpp,"CTA1000:7: Based on analysed sample data, this warning was ignored in 9/9 cases，strongly recommended to ignore this warning.",287
89,cta-version,CTA1001,chi2/.../chi2.dp.cpp,"CTA1001:0: Based on analysed sample data, this warning was ignored in 9/9 cases，strongly recommended to ignore this warning.",222
90,cta-version,CTA1001,chi2/.../chi2.dp.cpp,"CTA1001:2: Based on analysed sample data, this warning was ignored in 9/9 cases，strongly recommended to ignore this warning.",236
91,cta-version,CTA1001,chi2/.../chi2.dp.cpp,"CTA1001:4: Based on analysed sample data, this warning was ignored in 9/9 cases，strongly recommended to ignore this warning.",253
92,cta-version,CTA1001,chi2/.../chi2.dp.cpp,"CTA1001:6: Based on analysed sample data, this warning was ignored in 9/9 cases，strongly recommended to ignore this warning.",292
93,cta-version,CTA1000,memcpy/.../main.dp.cpp,"CTA1000:1: Based on analysed sample data, this warning was ignored in 9/9 cases，strongly recommended to ignore this warning.",42
94,cta-version,CTA1001,memcpy/.../main.dp.cpp,"CTA1001:0: Based on analysed sample data, this warning was ignored in 9/9 cases，strongly recommended to ignore this warning.",46
95,cta-version,CTA1008,memcpy/.../main.dp.cpp,"CTA1008:3: The clock function is not defined in DPC++, you can leave the code as it is for now.
And consult with your hardware vendor to find a replacement. 15/15 1008 warnings in CTA analysis data pool choose not to change anything.",57
96,cta-version,CTA1008,memcpy/.../main.dp.cpp,"CTA1008:4: The clock function is not defined in DPC++, you can leave the code as it is for now.
And consult with your hardware vendor to find a replacement. 15/15 1008 warnings in CTA analysis data pool choose not to change anything.",66
97,cta-version,CTA1008,memcpy/.../main.dp.cpp,"CTA1008:5: The clock function is not defined in DPC++, you can leave the code as it is for now.
And consult with your hardware vendor to find a replacement. 15/15 1008 warnings in CTA analysis data pool choose not to change anything.",75
98,cta-version,CTA1008,memcpy/.../main.dp.cpp,"CTA1008:6: The clock function is not defined in DPC++, you can leave the code as it is for now.
And consult with your hardware vendor to find a replacement. 15/15 1008 warnings in CTA analysis data pool choose not to change anything.",84
99,cta-version,CTA1065,transpose/.../main.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",70
100,cta-version,CTA1065,transpose/.../main.dp.cpp,"CTA1065:1: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",93
101,cta-version,CTA1065,d2q9-bgk/.../main.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",310
102,cta-version,CTA1065,fpc/.../main.dp.cpp,"CTA1065:0: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",166
103,cta-version,CTA1065,fpc/.../main.dp.cpp,"CTA1065:1: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",178
104,cta-version,CTA1065,fpc/.../main.dp.cpp,"CTA1065:3: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",241
105,cta-version,CTA1065,fpc/.../main.dp.cpp,"CTA1065:4: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",253
