,project_name,recommendation_code,file_path,message,line
36,relion_cta,CTA1065,/src/acc/cuda/cuda_kernels/diff2.dp.hpp,"CTA1065:159: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",607
37,relion_cta,CTA1065,/src/acc/cuda/cuda_kernels/diff2.dp.hpp,"CTA1065:160: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",672
38,relion_cta,CTA1065,/src/acc/cuda/cuda_kernels/diff2.dp.hpp,"CTA1065:161: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",819
39,relion_cta,CTA1065,/src/acc/cuda/cuda_kernels/diff2.dp.hpp,"CTA1065:172: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",838
40,relion_cta,CTA1065,/src/acc/cuda/cuda_kernels/wavg.dp.hpp,"CTA1065:125: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",53
41,relion_cta,CTA1065,/src/acc/cuda/cuda_kernels/helper.dp.hpp,"CTA1065:115: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",128
42,relion_cta,CTA1065,/src/acc/cuda/cuda_kernels/helper.dp.hpp,"CTA1065:116: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",158
43,relion_cta,CTA1065,/src/acc/cuda/cuda_kernels/helper.dp.hpp,"CTA1065:117: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",178
44,relion_cta,CTA1065,/src/acc/cuda/cuda_kernels/helper.dp.hpp,"CTA1065:121: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",690
45,relion_cta,CTA1065,/src/acc/cuda/cuda_kernels/helper.dp.hpp,"CTA1065:122: CTA recommended to ignore this warning.
but you can also consider replacing 'item_ct1.barrier();'
with 'item_ct1.barrier(sycl::access::fence_space::local_space);'
to have have better performance if the kernel function
has no memory accesses in the global memory.",702
46,relion_cta,CTA1017,/src/acc/cuda/cuda_kernels/helper.dp.cpp,"CTA1017:230: The sycl: sincos call is used instead of the sincosf call. These two calls do not provide exactly the same functionality.
Check thepotential precision and/or performance issues for the generated code.
2/2 1017 warnings in CTA analysis data pool choose not to change anything.",634
47,relion_cta,CTA1017,/src/acc/cuda/cuda_kernels/helper.dp.cpp,"CTA1017:231: The sycl: sincos call is used instead of the sincosf call. These two calls do not provide exactly the same functionality.
Check thepotential precision and/or performance issues for the generated code.
2/2 1017 warnings in CTA analysis data pool choose not to change anything.",679
48,relion_cta,CTA1017,/src/acc/cuda/cuda_kernels/helper.dp.cpp,"CTA1017:217: The sycl: sincos call is used instead of the sincosf call. These two calls do not provide exactly the same functionality.
Check thepotential precision and/or performance issues for the generated code.
2/2 1017 warnings in CTA analysis data pool choose not to change anything.",873
49,relion_cta,CTA1017,/src/acc/cuda/cuda_kernels/helper.dp.cpp,"CTA1017:218: The sycl: sincos call is used instead of the sincosf call. These two calls do not provide exactly the same functionality.
Check thepotential precision and/or performance issues for the generated code.
2/2 1017 warnings in CTA analysis data pool choose not to change anything.",937
50,relion_cta,CTA1017,/src/acc/cuda/cuda_kernels/helper.dp.cpp,"CTA1017:219: The sycl: sincos call is used instead of the sincosf call. These two calls do not provide exactly the same functionality.
Check thepotential precision and/or performance issues for the generated code.
2/2 1017 warnings in CTA analysis data pool choose not to change anything.",945
51,relion_cta,CTA1017,/src/acc/cuda/cuda_kernels/helper.dp.cpp,"CTA1017:220: The sycl: sincos call is used instead of the sincosf call. These two calls do not provide exactly the same functionality.
Check thepotential precision and/or performance issues for the generated code.
2/2 1017 warnings in CTA analysis data pool choose not to change anything.",953
52,relion_cta,CTA1017,/src/acc/cuda/cuda_kernels/cuda_device_utils.dp.hpp,"CTA1017:111: The sycl: sincos call is used instead of the sincosf call. These two calls do not provide exactly the same functionality.
Check thepotential precision and/or performance issues for the generated code.
2/2 1017 warnings in CTA analysis data pool choose not to change anything.",125
53,relion_cta,CTA1017,/src/acc/cuda/cuda_kernels/cuda_device_utils.dp.hpp,"CTA1017:112: The sycl: sincos call is used instead of the sincosf call. These two calls do not provide exactly the same functionality.
Check thepotential precision and/or performance issues for the generated code.
2/2 1017 warnings in CTA analysis data pool choose not to change anything.",148
54,relion_cta,CTA1039,/src/acc/cuda/cuda_kernels/helper.dp.hpp,"CTA1039:123: Based on analysed sample data, strongly recommended to leave the code as it is
and ignore this warning （27/32 cases）. BUT, if the first parameter of an atomic function points to a local memory address space,
replace the atomic function name with an atomic function name that includes the template parameters.（5/32 cases）",1089
55,relion_cta,CTA1039,/src/acc/cuda/cuda_kernels/helper.dp.hpp,"CTA1039:124: Based on analysed sample data, strongly recommended to leave the code as it is
and ignore this warning （27/32 cases）. BUT, if the first parameter of an atomic function points to a local memory address space,
replace the atomic function name with an atomic function name that includes the template parameters.（5/32 cases）",1098
56,relion_cta,CTA1039,/src/acc/cuda/cuda_kernels/cuda_device_utils.dp.hpp,"CTA1039:110: Based on analysed sample data, strongly recommended to leave the code as it is
and ignore this warning （27/32 cases）. BUT, if the first parameter of an atomic function points to a local memory address space,
replace the atomic function name with an atomic function name that includes the template parameters.（5/32 cases）",25
